time,icao24,lat,lon,velocity,altitude
1647266030,a193aa,43.07281494,-85.30647455,230.8380795,6972.3
1647266040,a193aa,43.07674085,-85.27954102,230.8380795,6972.3
1647266050,a193aa,43.08123779,-85.24898795,230.3336478,6972.3
1647266060,a193aa,43.08539956,-85.22075108,230.3336478,6972.3
1647266070,a193aa,43.08938599,-85.19360919,230.3336478,6972.3
1647266080,a193aa,43.09259033,-85.17144492,230.2330886,6972.3
1647266090,a193aa,43.09602356,-85.1481309,230.2330886,6964.68
1647266100,a193aa,43.0997842,-85.12200492,230.7377402,6972.3
1647266110,a193aa,43.10554504,-85.08246843,230.7377402,6972.3
1647266120,a193aa,43.10554504,-85.08246843,230.7377402,6972.3
1647266130,a193aa,43.10554504,-85.08246843,230.7377402,6972.3
1647266140,a193aa,43.11705508,-85.00272478,231.2424349,9555.48
1647266150,a193aa,43.12157065,-84.97153146,231.7471726,6964.68
1647266160,a193aa,43.12529483,-84.94556972,231.7471726,6964.68
1647266170,a193aa,43.12925177,-84.91666521,232.331135,6964.68
1647266180,a193aa,43.13078799,-84.88815308,234.0923708,6957.06
1647266190,a193aa,43.12911987,-84.8624225,233.4759759,6911.34
1647266200,a193aa,43.12319998,-84.83413696,231.0260267,6858
1647266210,a193aa,43.11281883,-84.80614798,227.3685348,6812.28
1647266220,a193aa,43.10133362,-84.78302712,224.1417808,6774.18
1647266230,a193aa,43.08968237,-84.76161412,221.0080403,6713.22
1647266240,a193aa,43.07771301,-84.73927343,218.881262,6659.88
1647266250,a193aa,43.06773376,-84.72023897,217.9816453,6606.54
1647266260,a193aa,43.05649062,-84.69863892,218.5230708,6537.96
1647266270,a193aa,43.04392152,-84.67418126,219.4910158,6431.28
1647266280,a193aa,43.03276062,-84.65234091,219.1972175,6362.7
1647266290,a193aa,43.02159119,-84.63030438,218.188552,6278.88
1647266300,a193aa,43.01035736,-84.6081325,216.3339478,6210.3
1647266310,a193aa,42.99911499,-84.58597582,214.4793479,6126.48
1647266320,a193aa,42.98833815,-84.56477574,212.6247525,6057.9
1647266330,a193aa,42.97758458,-84.54352243,212.6247525,5981.7
1647266340,a193aa,42.96652222,-84.52165471,212.6247525,5905.5
1647266350,a193aa,42.95579813,-84.50049264,212.6247525,5836.92
1647266360,a193aa,42.94519043,-84.47956174,212.6247525,5753.1
1647266370,a193aa,42.93419789,-84.45772443,211.8872373,5684.52
1647266380,a193aa,42.92349088,-84.43601336,211.0255308,5608.32
1647266390,a193aa,42.91297007,-84.41462926,210.5980679,5516.88
1647266410,a193aa,42.89220778,-84.37225342,206.8883733,5318.76
1647266420,a193aa,42.88178007,-84.35126168,205.3205233,5242.56
1647266430,a193aa,42.87135315,-84.33022433,204.1798359,5173.98
1647266440,a193aa,42.86129709,-84.30993216,203.7535978,1539.24
1647266450,a193aa,42.85455322,-84.29630723,204.1798359,5052.06
1647266460,a193aa,42.84086609,-84.26884141,204.6064796,4960.62
1647266470,a193aa,42.83354187,-84.25402264,204.6064796,4930.14
1647266480,a193aa,42.83354187,-84.25402264,204.4680313,4907.28
1647266490,a193aa,42.81600176,-84.2187064,204.4680313,4907.28
1647266500,a193aa,42.80255127,-84.19179049,204.4680313,4907.28
1647266510,a193aa,42.78895569,-84.1643871,204.4680313,4610.1
1647266520,a193aa,42.78704627,-84.16057498,204.4680313,4610.1
1647266530,a193aa,42.77009583,-84.12649675,200.7584342,4465.32
1647266540,a193aa,42.75869596,-84.10359937,199.6181933,4419.6
1647266550,a193aa,42.74967957,-84.08561013,197.4748092,13479.78
1647266560,a193aa,42.74569702,-84.07762007,196.7605394,4290.06
1647266570,a193aa,42.73150635,-84.0491555,194.479565,4297.68
1647266580,a193aa,42.71914673,-84.02431141,190.0555553,4114.8
1647266590,a193aa,42.71154785,-84.00908037,186.6347246,4061.46
1647266600,a193aa,42.70488157,-83.99584393,184.6302176,4008.12
1647266610,a193aa,42.69245212,-83.96729225,183.1398964,3924.3
1647266620,a193aa,42.68609619,-83.94821861,184.7563155,3817.62
1647266630,a193aa,42.68119812,-83.92855558,184.8601383,3733.8
1647266640,a193aa,42.6763916,-83.9038015,183.1659061,3657.6
1647266650,a193aa,42.67252777,-83.88310632,181.5433443,3596.64
1647266660,a193aa,42.66860962,-83.86226307,178.9237415,3512.82
1647266670,a193aa,42.66435242,-83.83960377,177.428745,3489.96
1647266680,a193aa,42.66055298,-83.81962863,175.1800795,3375.66
1647266690,a193aa,42.6566069,-83.79860102,173.1866385,3299.46
1647266700,a193aa,42.65419006,-83.78604542,171.563796,3261.36
1647266710,a193aa,42.65084839,-83.76819264,170.4394199,3192.78
1647266720,a193aa,42.65084839,-83.76819264,170.4394199,3192.78
1647266730,a193aa,42.64228821,-83.72287403,166.1972631,3040.38
1647266740,a193aa,42.63780212,-83.69940324,164.7024423,2956.56
1647266750,a193aa,42.63407562,-83.67966763,163.0795594,2903.22
1647266760,a193aa,42.63075256,-83.66176258,159.7073149,2849.88
1647266770,a193aa,42.62704623,-83.64179035,157.2146251,2804.16
1647266780,a193aa,42.62346171,-83.62333076,157.8739708,2705.1
1647266790,a193aa,42.61955132,-83.60499892,155.610594,2644.14
1647266800,a193aa,42.61541748,-83.58810425,152.1224043,2567.94
1647266810,a193aa,42.60864258,-83.5717496,146.8194696,2506.98
1647266820,a193aa,42.6010437,-83.55739247,142.4043809,2468.88
1647266830,a193aa,42.59343551,-83.54348826,137.5654422,2430.78
1647266840,a193aa,42.58630371,-83.53048845,134.273826,2377.44
1647266850,a193aa,42.57900432,-83.5171083,133.0352582,2293.62
1647266860,a193aa,42.57225037,-83.50508256,131.7067067,2225.04
1647266870,a193aa,42.56478882,-83.49191145,129.8561008,2156.46
1647266880,a193aa,42.55759029,-83.47916714,128.8217494,2095.5
1647266890,a193aa,42.55116608,-83.46779757,127.7893807,2026.92
1647266900,a193aa,42.54399704,-83.45489502,127.0687094,1958.34
1647266910,a193aa,42.53700256,-83.44234813,126.03878,1905
1647266920,a193aa,42.53110207,-83.43170876,125.7307872,1844.04
1647266930,a193aa,42.52349854,-83.41775374,125.8380921,1775.46
1647266940,a193aa,42.51681519,-83.40539412,125.2309287,1722.12
1647266950,a193aa,42.50999451,-83.39265997,124.2113293,1668.78
1647266960,a193aa,42.50372314,-83.38079973,125.0479932,1607.82
1647266970,a193aa,42.49708557,-83.36800315,122.3046657,1569.72
1647266980,a193aa,42.49069472,-83.35640131,117.7447578,1524
1647266990,a193aa,42.48310671,-83.34720345,112.8029184,1470.66
1647267000,a193aa,42.47500662,-83.33902758,110.8205994,1424.94
1647267010,a193aa,42.46699964,-83.33123495,109.9177958,1371.6
1647267020,a193aa,42.45909119,-83.32374573,109.452117,1318.26
1647267030,a193aa,42.45057678,-83.31594294,109.7225961,1257.3
1647267040,a193aa,42.44270325,-83.30888922,109.2996783,1188.72
1647267050,a193aa,42.43459928,-83.30185291,108.7413421,1143
1647267060,a193aa,42.42635953,-83.2947629,109.6091728,1104.9
1647267070,a193aa,42.41812134,-83.28772805,109.7708258,1066.8
1647267080,a193aa,42.40955417,-83.28064675,109.6683123,1028.7
1647267090,a193aa,42.40080235,-83.27342898,109.841926,982.98
1647267100,a193aa,42.39202881,-83.26712868,108.6987425,944.88
1647267110,a193aa,42.38427631,-83.26448662,106.0553475,899.16
1647267120,a193aa,42.37367249,-83.26625477,104.1885641,868.68
1647267130,a193aa,42.36560886,-83.26966042,102.8193266,861.06
1647267140,a193aa,42.35650635,-83.27430725,102.9813583,861.06
1647267150,a193aa,42.34762573,-83.27942588,103.6320592,861.06
1647267160,a193aa,42.33902753,-83.2849263,103.0738335,861.06
1647267170,a193aa,42.33092744,-83.29035559,99.38892988,853.44
1647267180,a193aa,42.32319977,-83.29527389,98.27092366,822.96
1647267190,a193aa,42.31704712,-83.2993386,96.63471436,777.24
1647267200,a193aa,42.30928065,-83.30485499,94.84204531,746.76
1647267210,a193aa,42.30038452,-83.31151095,91.44088344,678.18
1647267220,a193aa,42.29959779,-83.31207275,91.1901873,670.56
1647267230,a193aa,42.29284771,-83.31705493,91.1901873,670.56
1647267240,a193aa,42.28172173,-83.3252308,75.55149175,571.5
1647267250,a193aa,42.27539063,-83.33008522,74.40254729,518.16
1647267260,a193aa,42.27539063,-83.33008522,74.40254729,518.16
1647267270,a193aa,42.27539063,-83.33008522,74.40254729,518.16
1647267280,a193aa,42.27539063,-83.33008522,74.40254729,518.16
1647267290,a193aa,42.27539063,-83.33008522,74.40254729,518.16
1647267300,a193aa,42.27539063,-83.33008522,74.40254729,518.16
1647267310,a193aa,42.27539063,-83.33008522,74.40254729,518.16
1647267320,a193aa,42.27539063,-83.33008522,74.40254729,518.16
1647267330,a193aa,42.27539063,-83.33008522,74.40254729,518.16
1647267340,a193aa,42.27539063,-83.33008522,74.40254729,518.16
1647267350,a193aa,42.27539063,-83.33008522,74.40254729,518.16
1647267360,a193aa,42.27539063,-83.33008522,74.40254729,518.16
1647267370,a193aa,42.27539063,-83.33008522,74.40254729,518.16
1647267380,a193aa,42.27539063,-83.33008522,74.40254729,518.16
1647267390,a193aa,42.27539063,-83.33008522,74.40254729,518.16
1647267400,a193aa,42.27539063,-83.33008522,74.40254729,518.16
1647267410,a193aa,42.27539063,-83.33008522,74.40254729,518.16
1647267420,a193aa,42.27539063,-83.33008522,74.40254729,518.16
1647267430,a193aa,42.27539063,-83.33008522,74.40254729,518.16
1647267440,a193aa,42.27539063,-83.33008522,74.40254729,518.16
1647267450,a193aa,42.27539063,-83.33008522,74.40254729,518.16
1647267460,a193aa,42.27539063,-83.33008522,74.40254729,518.16
1647267470,a193aa,42.27539063,-83.33008522,74.40254729,518.16
1647267480,a193aa,42.27539063,-83.33008522,74.40254729,518.16
1647267490,a193aa,42.27539063,-83.33008522,74.40254729,518.16
1647267500,a193aa,42.27539063,-83.33008522,74.40254729,518.16
1647267510,a193aa,42.27539063,-83.33008522,74.40254729,518.16
1647267520,a193aa,42.27539063,-83.33008522,74.40254729,518.16
1647267530,a193aa,42.27539063,-83.33008522,74.40254729,518.16
1647267540,a193aa,42.27539063,-83.33008522,74.40254729,518.16
1647223940,a4ce25,41.9690094,-87.90648027,62.762168,167.64
1647223950,a4ce25,41.9690094,-87.90891474,74.59438,167.64
1647223960,a4ce25,41.9690769,-87.9242866,83.86857324,251.46
1647223970,a4ce25,41.96914673,-87.93519454,78.20225671,434.34
1647223980,a4ce25,41.96932983,-87.94430819,74.10851071,609.6
1647223990,a4ce25,41.96951294,-87.95342185,77.70829453,731.52
1647224000,a4ce25,41.97038269,-87.96309731,88.0886774,777.24
1647224010,a4ce25,41.97427368,-87.97233582,99.34098795,830.58
1647224020,a4ce25,41.98280981,-87.97896274,103.6435505,952.5
1647224030,a4ce25,41.99221336,-87.97979311,109.0669811,1097.28
1647224040,a4ce25,41.99980138,-87.97979311,113.6967795,1196.34
1647224050,a4ce25,42.01295471,-87.98013861,120.4337467,1264.92
1647224060,a4ce25,42.02362061,-87.97945196,126.9593178,1341.12
1647224070,a4ce25,42.03494832,-87.97551355,129.5439046,1440.18
1647224080,a4ce25,42.04650879,-87.97058799,131.6102197,1569.72
1647224090,a4ce25,42.05786133,-87.96571905,132.946703,1691.64
1647224100,a4ce25,42.06893145,-87.9611419,132.4550946,1821.18
1647224110,a4ce25,42.08066261,-87.9562236,135.2165925,1912.62
1647224120,a4ce25,42.09216102,-87.95162467,136.5952964,1996.44
1647224130,a4ce25,42.10449736,-87.94702574,137.5250359,2057.4
1647224140,a4ce25,42.11636353,-87.94274764,138.0215958,2080.26
1647224150,a4ce25,42.12847176,-87.938275,138.1567115,2080.26
1647224160,a4ce25,42.14020293,-87.93399545,138.0215958,2080.26
1647224170,a4ce25,42.15239961,-87.92946039,137.4422619,2080.26
1647224180,a4ce25,42.16403767,-87.92498921,137.3025882,2080.26
1647224190,a4ce25,42.17605591,-87.92040045,136.9474664,2072.64
1647224200,a4ce25,42.18791199,-87.91584362,136.4528163,2072.64
1647224210,a4ce25,42.19921875,-87.91153648,136.3121287,2080.26
1647224220,a4ce25,42.21098328,-87.90704207,135.958313,2072.64
1647224230,a4ce25,42.22311246,-87.90237782,135.6777171,2080.26
1647224240,a4ce25,42.23461086,-87.89803438,135.3222427,2072.64
1647224250,a4ce25,42.24664307,-87.893434,135.4639583,2080.26
1647224260,a4ce25,42.25813293,-87.88900202,134.6870984,2072.64
1647224270,a4ce25,42.27003479,-87.88450761,134.6870984,2072.64
1647224280,a4ce25,42.28170776,-87.88007563,134.8275187,2072.64
1647224290,a4ce25,42.29338074,-87.87558122,134.8275187,2072.64
1647224300,a4ce25,42.30500793,-87.87114924,134.5484985,2072.64
1647224310,a4ce25,42.31658936,-87.8668,135.1823363,2072.64
1647224320,a4ce25,42.32855328,-87.8621372,136.1013109,2072.64
1647224330,a4ce25,42.34009824,-87.85766602,136.3121287,2072.64
1647224340,a4ce25,42.3517363,-87.85332258,137.3025882,2080.26
1647224350,a4ce25,42.36378479,-87.84873962,137.4422619,2072.64
1647224360,a4ce25,42.37585035,-87.84406085,138.2208691,2072.64
1647224370,a4ce25,42.38795471,-87.8394387,138.4322826,2080.26
1647224380,a4ce25,42.39907992,-87.83524624,138.4322826,2072.64
1647224390,a4ce25,42.41197489,-87.8302002,137.8719518,2080.26
1647224400,a4ce25,42.42352295,-87.82564337,137.5837174,2072.64
1647224410,a4ce25,42.43565369,-87.82096169,136.9474664,2072.64
1647224420,a4ce25,42.44740114,-87.81640341,137.0894325,2072.64
1647224430,a4ce25,42.45950473,-87.81205998,135.6513815,2080.26
1647224440,a4ce25,42.47095658,-87.8093134,134.0124152,2072.64
1647224450,a4ce25,42.48326111,-87.80779058,133.0143685,2072.64
1647224460,a4ce25,42.49488831,-87.80766574,131.2326377,2072.64
1647224470,a4ce25,42.50596619,-87.80828996,131.3052176,2072.64
1647224480,a4ce25,42.51695019,-87.80886628,130.7507778,2072.64
1647224490,a4ce25,42.53045654,-87.80953841,130.7912535,2072.64
1647224500,a4ce25,42.54240417,-87.8103499,130.326039,2072.64
1647224510,a4ce25,42.5532074,-87.81097412,130.2366577,2072.64
1647224520,a4ce25,42.56561279,-87.81153592,130.2366577,2072.64
1647224530,a4ce25,42.57737732,-87.81216015,130.7912535,2072.64
1647224540,a4ce25,42.58840942,-87.81284679,130.7912535,2072.64
1647224550,a4ce25,42.60095215,-87.81353344,131.3052176,2072.64
1647224560,a4ce25,42.61230469,-87.81422008,131.842272,2065.02
1647224570,a4ce25,42.62461853,-87.81509399,131.8673614,2065.02
1647224580,a4ce25,42.63617047,-87.81589242,132.3811459,2072.64
1647224590,a4ce25,42.64796448,-87.81671697,132.408132,2072.64
1647224600,a4ce25,42.66023798,-87.81768089,132.9506843,2072.64
1647224610,a4ce25,42.67176819,-87.81852722,131.8944526,2065.02
1647224620,a4ce25,42.68353271,-87.81940113,130.8398078,2065.02
1647224630,a4ce25,42.69543147,-87.82017198,130.7912535,2065.02
1647224640,a4ce25,42.70706177,-87.82083685,130.7700053,2065.02
1647224650,a4ce25,42.71923828,-87.82146107,130.7507778,2065.02
1647224660,a4ce25,42.73067151,-87.82202432,130.7700053,2072.64
1647224670,a4ce25,42.74193715,-87.82259919,130.7507778,2065.02
1647224680,a4ce25,42.75430298,-87.82314647,130.7507778,2065.02
1647224690,a4ce25,42.76583862,-87.82370827,130.7507778,2065.02
1647224700,a4ce25,42.77760315,-87.82427008,130.7700053,2065.02
1647224710,a4ce25,42.78969975,-87.82457928,131.1993584,2065.02
1647224720,a4ce25,42.80147746,-87.82100234,136.6621236,2042.16
1647224730,a4ce25,42.81211853,-87.81218773,142.0918169,1988.82
1647224740,a4ce25,42.82182079,-87.80044556,143.4145869,1912.62
1647224750,a4ce25,42.83125305,-87.78836272,141.936209,1836.42
1647224760,a4ce25,42.84044169,-87.77683803,139.4598762,1752.6
1647224770,a4ce25,42.8495636,-87.76562358,137.3526944,1676.4
1647224780,a4ce25,42.85876465,-87.75463725,135.2635583,1592.58
1647224790,a4ce25,42.86805725,-87.74365092,133.1376699,1524
1647224800,a4ce25,42.87698519,-87.73335048,131.0782718,1455.42
1647224810,a4ce25,42.88596978,-87.72314889,129.693975,1363.98
1647224820,a4ce25,42.89501953,-87.71305528,127.9901107,1303.02
1647224830,a4ce25,42.90376282,-87.70353805,126.7016147,1219.2
1647224840,a4ce25,42.91269076,-87.69391741,123.4933511,1181.1
1647224850,a4ce25,42.92116327,-87.68489293,118.0332314,1173.48
1647224860,a4ce25,42.92953491,-87.67607223,116.2745869,1165.86
1647224870,a4ce25,42.93768931,-87.66775949,112.4457381,1158.24
1647224880,a4ce25,42.9467926,-87.66208383,109.1906633,1120.14
1647224890,a4ce25,42.95584469,-87.66180856,104.8418697,1059.18
1647224900,a4ce25,42.96505737,-87.66566077,103.6435505,1005.84
1647224910,a4ce25,42.97329712,-87.67121781,102.0844091,922.02
1647224920,a4ce25,42.97947693,-87.67990467,100.590576,845.82
1647224930,a4ce25,42.9851532,-87.68980514,100.7286081,777.24
1647224940,a4ce25,42.98912954,-87.70071847,96.83033277,723.9
1647224950,a4ce25,42.98918152,-87.71133068,93.52840932,723.9
1647224960,a4ce25,42.98642951,-87.7230181,92.60706478,716.28
1647224970,a4ce25,42.98382258,-87.7330889,88.4993215,716.28
1647224980,a4ce25,42.98121643,-87.74358705,85.41164863,716.28
1647224990,a4ce25,42.97884149,-87.75316511,82.3174703,716.28
1647225000,a4ce25,42.97674664,-87.76199341,79.39456103,716.28
1647225010,a4ce25,42.97444153,-87.77175548,76.29917354,708.66
1647225020,a4ce25,42.97232418,-87.78017317,72.23130852,693.42
1647225030,a4ce25,42.97032243,-87.78815133,66.21156094,662.94
1647225040,a4ce25,42.96858215,-87.79551661,64.94435272,601.98
1647225050,a4ce25,42.9669342,-87.80324537,63.17405834,556.26
1647225060,a4ce25,42.96533203,-87.81020763,62.79589297,518.16
1647225070,a4ce25,42.96350098,-87.81768089,63.12376719,487.68
1647225080,a4ce25,42.96175682,-87.82470703,62.63765023,457.2
1647225090,a4ce25,42.95993042,-87.83218029,62.47053441,434.34
1647225100,a4ce25,42.95809937,-87.8395258,63.12795965,396.24
1647225110,a4ce25,42.95635986,-87.84680744,61.65821127,373.38
1647225120,a4ce25,42.95468088,-87.85387312,61.81896121,335.28
1647225130,a4ce25,42.95295845,-87.86073957,63.44577598,304.8
1647225140,a4ce25,42.95151533,-87.8666251,64.2643313,281.94
1647225150,a4ce25,42.94917297,-87.8763811,65.2370978,236.22
1647225160,a4ce25,42.94729614,-87.88391823,68.00786239,213.36
1647225170,a4ce25,42.94551086,-87.89126374,69.3030729,182.88
1647225180,a4ce25,42.9437411,-87.89853777,60.19214644,167.64
1647225190,a4ce25,42.9437411,-87.89853777,60.19214644,167.64
1647253180,a51f4a,40.50324004,-80.2790347,73.26990229,769.62
1647253190,a51f4a,40.50292969,-80.28717041,78.73850704,845.82
1647253200,a51f4a,40.5009613,-80.29370117,91.4987501,906.78
1647253210,a51f4a,40.49404907,-80.30212402,109.1215641,952.5
1647253220,a51f4a,40.48666744,-80.3053145,118.3400124,1028.7
1647253230,a51f4a,40.47009484,-80.3047527,119.2811385,1257.3
1647253240,a51f4a,40.4664917,-80.30426025,118.564555,1325.88
1647253250,a51f4a,40.44989117,-80.30175643,123.8539288,1493.52
1647253260,a51f4a,40.43833923,-80.29852295,132.6477668,1592.58
1647253270,a51f4a,40.42588806,-80.29248047,138.6185563,1706.88
1647253280,a51f4a,40.41432526,-80.28665022,140.5374009,1851.66
1647253290,a51f4a,40.40245444,-80.28065768,141.6823981,2011.68
1647253300,a51f4a,40.39039741,-80.27460272,144.4525408,2148.84
1647253310,a51f4a,40.37828064,-80.26849365,149.3279497,2255.52
1647253320,a51f4a,40.36491394,-80.26177979,154.3880643,2354.58
1647253330,a51f4a,40.35222458,-80.25469,157.6626087,2476.5
1647253340,a51f4a,40.33978271,-80.24603271,161.5657228,2606.04
1647253350,a51f4a,40.32713292,-80.23527666,166.0132389,2720.34
1647253360,a51f4a,40.31493623,-80.22372853,168.3489988,2849.88
1647253370,a51f4a,40.30259989,-80.21211798,169.6011939,2987.04
1647253380,a51f4a,40.28998423,-80.20025773,171.7549707,3101.34
1647253390,a51f4a,40.27727547,-80.18833507,178.0340477,3185.16
1647253400,a51f4a,40.26470947,-80.17651367,182.0419537,3261.36
1647253410,a51f4a,40.25018207,-80.16280434,183.1774647,3390.9
1647253420,a51f4a,40.2372871,-80.15069441,183.8955617,3528.06
1647253430,a51f4a,40.22415161,-80.1383667,183.8955617,3672.84
1647253440,a51f4a,40.2111969,-80.12615967,183.8955617,3817.62
1647253450,a51f4a,40.19701942,-80.11286649,183.1774647,3954.78
1647253460,a51f4a,40.18441772,-80.10107422,182.760168,4091.94
1647253470,a51f4a,40.17234673,-80.08970781,182.4594426,4221.48
1647253480,a51f4a,40.15698449,-80.07528825,182.4594426,4381.5
1647253490,a51f4a,40.14581195,-80.06486373,183.1774647,4465.32
1647253500,a51f4a,40.1301704,-80.0502569,185.0311399,4572
1647253510,a51f4a,40.11927718,-80.04001964,186.8848384,4686.3
1647253520,a51f4a,40.10335631,-80.02516313,188.7385596,4815.84
1647253530,a51f4a,40.08970642,-80.01239014,189.4565319,4922.52
1647253540,a51f4a,40.07762146,-80.00109863,189.8744438,4983.48
1647253550,a51f4a,40.06620763,-79.9903939,191.3102351,5044.44
1647253560,a51f4a,40.06620763,-79.9903939,192.4460676,5082.54
1647253570,a51f4a,40.03440857,-79.96075439,192.8643626,5113.02
1647253580,a51f4a,40.0196228,-79.94689941,193.1639603,5113.02
1647253590,a51f4a,40.00900269,-79.93701172,193.1639603,5113.02
1647253600,a51f4a,39.99344648,-79.92254084,193.5820713,5113.02
1647253610,a51f4a,39.98152911,-79.91142967,193.5820713,5113.02
1647253620,a51f4a,39.96337373,-79.89451322,194.0006453,5113.02
1647253630,a51f4a,39.94889832,-79.88110352,193.5820713,5113.02
1647253640,a51f4a,39.93466187,-79.86785889,193.5820713,5113.02
1647253650,a51f4a,39.92321777,-79.85723877,194.0006453,5113.02
1647253660,a51f4a,39.90765071,-79.84283447,194.0006453,5113.02
1647253670,a51f4a,39.89186096,-79.82821257,194.0006453,5113.02
1647253680,a51f4a,39.87776184,-79.81513645,194.0006453,5113.02
1647253690,a51f4a,39.86526489,-79.80355304,194.0006453,5113.02
1647253700,a51f4a,39.84883118,-79.78826772,194.0006453,5120.64
1647253710,a51f4a,39.83459473,-79.77507218,194.0006453,5120.64
1647253720,a51f4a,39.82185493,-79.76330566,194.0006453,5120.64
1647253730,a51f4a,39.80671692,-79.74927819,194.0006453,5120.64
1647253740,a51f4a,39.79234081,-79.73596191,194.0006453,5120.64
1647253750,a51f4a,39.7775372,-79.72229004,193.5820713,5120.64
1647253760,a51f4a,39.76557328,-79.71124268,193.5820713,5120.64
1647253770,a51f4a,39.75279236,-79.69942176,193.7023417,5120.64
1647253780,a51f4a,39.73605916,-79.68395996,194.0006453,5120.64
1647253790,a51f4a,39.73605916,-79.68395996,194.0006453,5120.64
1647253800,a51f4a,39.73605916,-79.68395996,194.0006453,5120.64
1647253810,a51f4a,39.73605916,-79.68395996,194.0006453,5120.64
1647253820,a51f4a,39.73605916,-79.68395996,194.0006453,5120.64
1647253830,a51f4a,39.73605916,-79.68395996,194.0006453,5120.64
1647253840,a51f4a,39.73605916,-79.68395996,194.0006453,5120.64
1647253850,a51f4a,39.73605916,-79.68395996,194.0006453,5120.64
1647253860,a51f4a,39.73605916,-79.68395996,194.0006453,5120.64
1647253870,a51f4a,39.73605916,-79.68395996,194.0006453,5120.64
1647253880,a51f4a,39.73605916,-79.68395996,194.0006453,5120.64
1647253890,a51f4a,39.73605916,-79.68395996,194.0006453,5120.64
1647253900,a51f4a,39.73605916,-79.68395996,194.0006453,5120.64
1647253910,a51f4a,39.73605916,-79.68395996,194.0006453,5120.64
1647253920,a51f4a,39.73605916,-79.68395996,194.0006453,5120.64
1647253930,a51f4a,39.73605916,-79.68395996,194.0006453,5120.64
1647253940,a51f4a,39.73605916,-79.68395996,194.0006453,5120.64
1647253950,a51f4a,39.73605916,-79.68395996,194.0006453,5120.64
1647253960,a51f4a,39.73605916,-79.68395996,194.0006453,5120.64
1647253970,a51f4a,39.73605916,-79.68395996,194.0006453,5120.64
1647253980,a51f4a,39.73605916,-79.68395996,194.0006453,5120.64
1647253990,a51f4a,39.73605916,-79.68395996,194.0006453,5120.64
1647254000,a51f4a,39.73605916,-79.68395996,194.0006453,5120.64
1647254010,a51f4a,39.73605916,-79.68395996,194.0006453,5120.64
1647254020,a51f4a,39.73605916,-79.68395996,194.0006453,5120.64
1647254030,a51f4a,39.73605916,-79.68395996,199.2645559,5128.26
1647254040,a51f4a,39.73605916,-79.68395996,199.2645559,5128.26
1647254050,a51f4a,39.73605916,-79.68395996,199.2645559,5128.26
1647254060,a51f4a,39.73605916,-79.68395996,199.2645559,5128.26
1647254070,a51f4a,39.73605916,-79.68395996,199.2645559,5128.26
1647254140,a51f4a,,,205.8193943,
1647254150,a51f4a,39.24060369,-79.17028809,205.3205233,5135.88
1647254160,a51f4a,39.23846229,-79.14379883,204.9173233,5135.88
1647254170,a51f4a,39.23846229,-79.14379883,204.9173233,5135.88
1647254180,a51f4a,39.23846229,-79.14379883,204.9173233,5135.88
1647254190,a51f4a,39.23162842,-79.06436423,203.9509329,5135.88
1647254200,a51f4a,39.23162842,-79.06436423,203.9509329,5135.88
1647254210,a51f4a,39.22798803,-79.02233887,204.4622067,5128.26
1647254220,a51f4a,39.22512817,-78.98919147,204.9734963,5135.88
1647254230,a51f4a,39.22457886,-78.98256385,205.5421071,5135.88
1647254240,a51f4a,39.22105408,-78.94255928,206.1714159,5135.88
1647254250,a51f4a,39.21970173,-78.92810059,206.3581029,5135.88
1647254260,a51f4a,39.21774654,-78.90820313,206.9331407,5135.88
1647254270,a51f4a,39.21430168,-78.87304688,206.8685447,5135.88
1647254280,a51f4a,39.21199036,-78.84953374,206.8685447,5135.88
1647254290,a51f4a,39.20964645,-78.82531738,206.8685447,5135.88
1647254300,a51f4a,39.20713806,-78.79937877,206.8685447,5135.88
1647254310,a51f4a,39.2049408,-78.7766299,206.3581029,5135.88
1647254320,a51f4a,39.20233154,-78.75011942,205.8476811,5135.88
1647254330,a51f4a,39.2002429,-78.72888184,205.8476811,5135.88
1647254340,a51f4a,39.19777563,-78.70336914,205.8476811,5128.26
1647254350,a51f4a,39.19549457,-78.68060303,205.3372793,5135.88
1647254360,a51f4a,39.19312041,-78.65618896,205.3372793,5143.5
1647254370,a51f4a,39.19075012,-78.63201639,204.8268977,5143.5
1647254380,a51f4a,39.18865139,-78.61077881,205.3372793,5135.88
1647254390,a51f4a,39.18621826,-78.58604099,205.3372793,5135.88
1647254400,a51f4a,39.18383789,-78.56227709,205.4023568,5128.26
1647254410,a51f4a,39.18141174,-78.5379161,205.4023568,5135.88
1647254420,a51f4a,39.17910818,-78.51477051,205.9125973,5120.64
1647254430,a51f4a,39.17697144,-78.493314,205.4023568,5113.02
1647254440,a51f4a,39.17445374,-78.46805738,205.4023568,5113.02
1647254450,a51f4a,39.17207336,-78.4444726,205.4023568,5113.02
1647254460,a51f4a,39.16960144,-78.41987278,205.4023568,5113.02
1647254470,a51f4a,39.16723736,-78.39770508,205.6933426,5120.64
1647254480,a51f4a,39.1637925,-78.37426758,205.7370836,5113.02
1647254490,a51f4a,39.15932348,-78.35003662,205.6290006,5113.02
1647254500,a51f4a,39.15444946,-78.32774287,205.2296306,5113.02
1647254510,a51f4a,39.14894233,-78.30548096,204.3372604,5113.02
1647254520,a51f4a,39.14328003,-78.2826631,203.8685168,5113.02
1647254530,a51f4a,39.13767669,-78.25976563,203.8685168,5113.02
